Map_Seed,Overlap_Factor,Algorithm,Drone_ID,Final_State,Speed_m_s,Jerk_m2_s5,Miss_Distance_m,Flight_Time_s,Coverage_pct
77,0.3,Early,Drone 1,Success,1.7047,1829.165,3.9795,34.1,99.01
77,0.3,Early,Drone 2,Success,2.2041,1717.6947,3.6843,23.35,99.01
77,0.3,Early,Drone 3,Success,2.1488,2074.3597,3.9748,33.5,99.01
77,0.3,Early,Drone 4,Success,2.3503,2007.3793,4.0045,30.0,99.01
11,0.3,Normal,Drone 0,Success,1.3305,1772.3027,3.9597,33.9,99.37
11,0.3,Normal,Drone 1,Success,1.3859,1805.2571,3.7047,30.1,99.37
11,0.3,Normal,Drone 2,Success,1.347,2422.7668,4.0018,42.25,99.37
11,0.3,Normal,Drone 3,Success,1.1876,1736.5225,4.0047,34.75,99.37
11,0.3,Normal,Drone 4,Success,1.6828,2040.3264,3.9041,39.0,99.37
11,0.3,Early,Drone 0,Success,1.89,1825.548,3.9706,29.45,99.14
11,0.3,Early,Drone 1,Success,1.9326,1802.9471,3.7086,25.6,99.14
11,0.3,Early,Drone 2,Success,1.9636,2416.3421,4.0118,35.75,99.14
11,0.3,Early,Drone 3,Success,1.8574,1597.7101,4.0135,29.75,99.14
11,0.3,Early,Drone 4,Success,2.2445,2081.0491,3.9161,33.7,99.14
62,0.3,Normal,Drone 0,Success,1.371,2100.9656,4.003,33.7,99.5
62,0.3,Normal,Drone 1,Success,1.2492,2303.5648,4.0038,38.9,99.5
62,0.3,Normal,Drone 2,Success,1.4614,2338.64,3.9936,38.35,99.5
62,0.3,Normal,Drone 3,Success,1.2293,1445.2465,3.7115,28.5,99.5
62,0.3,Normal,Drone 4,Success,1.2796,2487.3914,3.9659,43.3,99.5
62,0.3,Early,Drone 0,Success,2.108,2153.185,4.0083,29.35,99.44
62,0.3,Early,Drone 1,Success,2.2626,2349.4754,4.0114,33.5,99.44
62,0.3,Early,Drone 2,Success,2.1149,2327.9503,4.0007,32.05,99.44
62,0.3,Early,Drone 3,Success,1.752,1508.7919,3.7239,24.9,99.44
62,0.3,Early,Drone 4,Success,1.8866,2544.0598,3.9774,37.05,99.44
